Year,Month,Day,Rain,Max_T.,Min_T.,Cloud,Releted Hum.,Sea Level P.,Wind
2006,1,14,0.0,25.4,11.7,0,80.0,1013.3,0.0
2007,1,14,0.0,23.1,12.4,2,56.0,1015.6,2.3
2008,1,14,0.0,23.5,13.4,0,67.0,1013.6,2.0
2009,1,14,0.0,21.8,14.6,0,89.0,1019.4,2.0
2010,1,14,0.0,24.8,10.0,3,75.0,1017.9,2.0
2011,1,14,0.0,18.5,10.0,0,89.0,1013.3,2.0
2012,1,14,0.0,22.2,11.6,1,70.0,1013.7,2.0
2013,1,14,0.0,25.6,11.4,0,68.0,1013.2,0.0
2014,1,14,0.0,22.2,14.8,0,83.0,1015.8,2.0
2015,1,14,0.0,27.2,14.2,1,69.0,1015.2,2.0
2016,1,14,0.0,25.4,14.2,1,70.0,1014.5,0.0
2017,1,14,0.0,23.4,11.8,0,43.0,1015.1,2.0
1988,1,15,0.0,27.5,14.4,0,73.0,1015.9,0.0
1989,1,15,0.0,24.3,9.6,0,66.0,1014.5,4.0
1990,1,15,0.0,26.2,13.8,0,75.0,1012.9,2.0
1991,1,15,0.0,23,15.0,3,63.0,1017.9,3.0
1992,1,15,0.0,23.8,12.7,1,85.0,1016.6,2.0
1993,1,15,0.0,23.1,8.4,0,66.0,1014.8,3.0
1994,1,15,0.0,27.5,15.0,4,69.0,1010.4,2.8
1995,1,15,0.0,27,11.0,0,72.0,1017.1,1.5
1996,1,15,0.0,26.4,11.8,1,64.0,1014.0,2.3
1997,1,15,0.0,23.8,11.5,4,73.0,1015.6,0.0
1998,1,15,0.0,25.2,11.5,1,69.0,1010.6,2.5
1999,1,15,0.0,27.4,11.5,0,73.0,1015.7,1.0
2000,1,15,0.0,27.7,15.0,2,66.0,1012.7,1.0
2001,1,15,0.0,24.5,13.1,0,64.0,1015.4,1.3
2002,1,15,0.0,26,14.5,0,74.0,1013.5,0.0
2003,1,15,0.0,15.4,12.2,7,93.0,1019.2,4.2
2004,1,15,0.0,25,14.2,1,76.0,1014.8,2.0
2005,1,15,0.0,23.9,13.6,1,59.0,1014.1,4.0
2006,1,15,0.0,26,13.0,0,70.0,1013.8,3.5
2007,1,15,0.0,24,9.6,2,54.0,1015.1,3.0
2008,1,15,0.0,23.6,11.8,0,71.0,1015.2,2.5
2009,1,15,0.0,25.6,13.6,1,78.0,1018.6,2.0
2010,1,15,0.0,26.2,15.0,0,73.0,1019.3,2.5
2011,1,15,0.0,22.8,9.8,0,84.0,1013.1,3.0
2012,1,15,0.0,23,10.5,0,53.0,1012.1,2.5
2013,1,15,0.0,26.5,12.3,0,63.0,1014.8,2.0
2014,1,15,0.0,17.7,14.0,0,88.0,1017.1,2.0
2015,1,15,0.0,28.1,13.9,0,66.0,1015.0,2.0
2016,1,15,0.0,26,14.0,0,70.0,1012.5,2.0
2017,1,15,0.0,25.6,12.0,0,56.0,1014.8,2.0
1988,1,16,0.0,27.5,16.3,2,75.0,1016.2,2.0
1989,1,16,0.0,24.7,9.9,0,66.0,1013.7,2.0
1990,1,16,0.0,25.2,13.5,0,78.0,1012.7,0.0
1991,1,16,0.0,23.2,13.2,0,56.0,1018.7,3.5
1992,1,16,0.0,24.6,13.5,1,76.0,1016.4,5.0
1993,1,16,0.0,24.4,9.4,0,67.0,1014.7,2.0
1994,1,16,0.0,21.8,17.6,5,83.0,1010.9,3.5
1995,1,16,0.0,29.2,11.8,0,68.0,1016.4,4.0
1996,1,16,0.0,29.2,14.0,2,69.0,1013.2,2.5
1997,1,16,0.0,25.8,14.4,4,71.0,1014.7,1.0
1998,1,16,0.0,27.2,12.1,1,76.0,1010.3,2.5
1999,1,16,0.0,27.0,13.0,0,74.0,1015.2,1.0
2000,1,16,1.0,25.8,17.5,2,60.0,1014.8,2.3
2001,1,16,0.0,25.6,14.0,0,64.0,1015.4,1.5
2002,1,16,0.0,27.7,16.2,0,69.0,1013.4,2.0
2003,1,16,0.0,21.7,9.7,0,86.0,1018.1,3.0
2004,1,16,0.0,25.5,14.6,3,80.0,1014.5,3.0
2005,1,16,0.0,25.6,12.0,1,70.0,1014.4,4.0
2006,1,16,0.0,24.7,12.5,0,72.0,1012.7,3.0
2007,1,16,0.0,25.0,9.6,0,56.0,1015.5,4.0
2008,1,16,0.0,24.7,12.1,0,67.0,1015.8,3.0
2009,1,16,0.0,27.0,14.0,0,73.0,1017.5,3.0
2010,1,16,0.0,17.0,12.7,1,92.0,1019.4,3.0
2011,1,16,0.0,24.6,12.0,3,75.0,1009.3,1.5
2012,1,16,0.0,22.8,11.0,0,62.0,1010.1,2.0
2013,1,16,0.0,26.6,12.0,1,68.0,1015.7,0.0
2014,1,16,0.0,21.6,14.2,1,78.0,1018.2,2.7
2015,1,16,0.0,28.5,14.2,3,61.0,1014.3,2.0
2016,1,16,0.0,26.6,14.9,1,66.0,1012.1,2.0
2017,1,16,0.0,25.0,14.4,0,58.0,1014.1,2.0
1988,1,17,0.0,25.9,14.9,1,69.0,1016.4,2.0
1989,1,17,0.0,24.4,11.0,1,66.0,1013.9,2.0
1990,1,17,0.0,24.8,14.8,0,76.0,1011.6,2.0
1991,1,17,0.0,23.4,10.9,0,66.0,1017.6,5.3
1992,1,17,0.0,23.4,15.0,2,83.0,1017.2,5.0
1993,1,17,0.0,25.4,11.0,0,70.0,1013.1,1.5
1994,1,17,2.0,22.4,12.2,1,68.0,1015.3,4.7
1995,1,17,0.0,24.1,13.6,7,76.0,1017.7,3.5
1996,1,17,0.0,24.0,16.0,2,79.0,1014.0,2.3
1997,1,17,0.0,24.6,13.0,0,76.0,1016.2,2.0
1998,1,17,0.0,27.2,16.4,2,75.0,1013.4,0.0
1999,1,17,0.0,26.1,12.9,0,75.0,1015.0,1.3
2000,1,17,0.0,23.8,16.3,0,53.0,1016.1,2.2
2001,1,17,0.0,26.1,15.0,0,59.0,1015.9,1.5
2002,1,17,0.0,28.2,16.8,0,71.0,1012.3,1.5
2003,1,17,0.0,25.0,10.5,0,76.0,1018.5,4.0
2004,1,17,0.0,25.6,14.8,1,77.0,1013.3,4.0
2005,1,17,0.0,26.3,12.8,1,74.0,1014.5,0.0
2006,1,17,0.0,27.0,12.8,0,72.0,1011.8,3.0
2007,1,17,0.0,25.7,11.0,0,49.0,1016.6,3.0
2008,1,17,0.0,25.6,13.8,0,72.0,1014.4,1.8
2009,1,17,0.0,27.0,13.7,1,72.0,1015.6,5.0
2010,1,17,0.0,21.9,13.4,1,84.0,1018.1,3.8
2011,1,17,0.0,21.1,11.0,0,47.0,1011.8,2.5
2012,1,17,0.0,25.3,11.3,1,65.0,1009.2,2.0
2013,1,17,0.0,26.9,13.0,1,67.0,1016.3,0.0
2014,1,17,0.0,23.0,13.0,0,84.0,1017.6,2.3
2015,1,17,2.0,24.0,16.5,4,78.0,1014.4,2.3
2016,1,17,0.0,26.7,13.4,0,59.0,1013.1,2.0
2017,1,17,0.0,25.4,11.3,0,65.0,1014.9,1.5
1988,1,18,0.0,26.7,12.8,0,71.0,1014.7,2
1989,1,18,0.0,23.8,9.8,0,61.0,1014.0,5
1990,1,18,0.0,25.5,13.6,0,75.0,1010.5,2
1991,1,18,0.0,23.5,11.8,0,69.0,1016.6,5
1992,1,18,0.0,23.8,12.4,1,67.0,1018.4,2
1993,1,18,0.0,25.6,11.5,0,73.0,1014.2,3
1994,1,18,0.0,23.3,10.5,1,67.0,1016.0,4
1995,1,18,2.0,25.0,15.6,3,79.0,1017.7,3
1996,1,18,0.0,23.4,11.3,0,70.0,1015.3,2
1997,1,18,0.0,25.5,9.0,0,60.0,1017.1,1.3
1998,1,18,0.0,22.8,16.4,7,73.0,1013.6,1
1999,1,18,0.0,26.0,11.3,0,74.0,1013.9,1
2000,1,18,0.0,22.6,11.9,0,59.0,1015.0,1.5
2001,1,18,0.0,25.7,14.5,0,53.0,1015.3,1.5
2002,1,18,0.0,27.0,17.5,1,81.0,1012.0,2.7
2003,1,18,0.0,26.0,11.5,0,65.0,1018.7,3
2004,1,18,0.0,26.0,13.9,0,69.0,1012.8,2
2005,1,18,0.0,24.6,14.5,5,71.0,1014.3,3
2006,1,18,0.0,25.8,14.8,0,85.0,1010.8,3.5
2007,1,18,0.0,24.6,10.8,0,52.0,1016.0,2
2008,1,18,0.0,25.2,14.3,0,81.0,1012.2,3
2009,1,18,0.0,27.6,14.5,0,72.0,1014.6,3.5
2010,1,18,0.0,16.4,12.0,1,93.0,1017.1,2
2011,1,18,0.0,21.2,8.7,0,63.0,1011.6,3
2012,1,18,0.0,24.2,15.8,3,83.0,1009.7,0
2013,1,18,0.0,28.1,14.0,0,67.0,1015.9,2
2014,1,18,0.0,27.8,13.6,0,69.0,1018.0,3
2015,1,18,0.0,16.6,11.8,7,87.0,1015.8,2.7
2016,1,18,0.0,25.7,13.0,0,61.0,1013.0,2
2017,1,18,0.0,26.3,13.1,0,62.0,1017.2,2
1988,1,19,0.0,26.8,12.9,0,72.0,1013.6,2.0
1989,1,19,0.0,24.2,10.1,0,67.0,1012.4,5.0
1990,1,19,0.0,24.6,14.4,1,88.0,1010.3,2.0
1991,1,19,0.0,23.4,11.0,2,65.0,1014.9,2.0
1992,1,19,0.0,23.4,13.4,0,73.0,1018.0,5.0
1993,1,19,0.0,25.0,9.6,0,68.0,1013.9,4.0
1994,1,19,0.0,24.8,12.0,0,73.0,1015.1,2.5
1995,1,19,0.0,26.0,12.4,0,64.0,1016.1,3.7
1996,1,19,0.0,23.0,10.2,0,73.0,1013.9,1.7
1997,1,19,0.0,25.0,9.5,0,65.0,1013.9,1.0
1998,1,19,0.0,24.6,15.8,4,64.0,1015.5,1.0
1999,1,19,0.0,24.9,11.2,0,75.0,1014.4,1.3
2000,1,19,0.0,23.2,13.5,0,65.0,1011.6,2.4
2001,1,19,0.0,26.5,15.3,0,54.0,1015.0,2.0
2002,1,19,0.0,28.1,18.4,1,73.0,1013.4,3.0
2003,1,19,0.0,25.7,13.2,0,59.0,1016.9,2.0
2004,1,19,0.0,23.8,15.7,4,85.0,1012.6,8.0
2005,1,19,1.0,25.0,16.7,5,73.0,1015.4,6.0
2006,1,19,0.0,28.1,16.0,0,73.0,1011.4,3.0
2007,1,19,0.0,24.0,12.8,0,66.0,1014.8,4.5
2008,1,19,0.0,27.2,15.0,0,71.0,1010.9,3.0
2009,1,19,0.0,28.0,15.3,0,71.0,1013.1,3.0
2010,1,19,0.0,16.7,12.9,1,90.0,1015.8,2.0
2011,1,19,0.0,24.2,10.8,0,67.0,1011.6,2.0
2012,1,19,0.0,26.0,17.1,3,73.0,1010.6,2.0
2013,1,19,0.0,28.0,14.2,0,62.0,1014.8,0.0
2014,1,19,0.0,27.2,13.6,1,72.0,1018.5,4.0
2015,1,19,0.0,16.2,12.5,7,86.0,1017.0,2.3
2016,1,19,0.0,25.4,14.4,0,70.0,1013.3,2.0
2017,1,19,0.0,28.0,15.5,0,55.0,1016.6,2.0
1988,1,20,0.0,26.7,14.0,0,72.0,1013.8,0.0
1989,1,20,0.0,25,9.8,0,67.0,1011.8,4.5
1990,1,20,0.0,25.3,15.0,0,87.0,1011.0,0.0
1991,1,20,0.0,22.7,12.7,0,58.0,1016.4,5.0
1992,1,20,0.0,24,12.0,0,76.0,1017.8,5.0
1993,1,20,0.0,21.7,8.6,0,60.0,1014.3,7.0
1994,1,20,0.0,26.7,13.0,0,66.0,1015.1,3.7
1995,1,20,0.0,25,10.4,0,65.0,1013.5,2.0
1996,1,20,0.0,23.4,9.6,1,73.0,1013.0,2.5
1997,1,20,0.0,25.5,9.4,5,59.0,1012.0,1.0
1998,1,20,0.0,24.5,13.9,7,62.0,1016.5,1.0
1999,1,20,0.0,26.5,12.0,0,75.0,1015.0,1.3
2000,1,20,0.0,25.7,13.8,0,66.0,1011.0,3.0
2001,1,20,0.0,27,15.0,0,55.0,1013.9,1.5
2002,1,20,0.0,27.5,17.6,1,81.0,1013.6,1.5
2003,1,20,0.0,25,12.3,0,56.0,1015.9,3.5
2004,1,20,0.0,26.2,16.6,0,79.0,1013.9,0.0
2005,1,20,0.0,23.5,13.8,1,68.0,1018.3,8.0
2006,1,20,0.0,27,16.2,0,53.0,1012.8,9.0
2007,1,20,0.0,25.6,11.2,0,61.0,1014.8,2.0
2008,1,20,0.0,26.3,18.3,6,79.0,1011.3,3.0
2009,1,20,0.0,26.7,15.6,0,69.0,1012.5,5.0
2010,1,20,0.0,24.3,13.5,2,74.0,1016.8,1.5
2011,1,20,0.0,24.8,12.0,0,56.0,1013.7,2.0
2012,1,20,0.0,25.7,15.6,2,74.0,1011.1,2.0
2013,1,20,0.0,26.6,16.8,0,64.0,1015.0,2.0
2014,1,20,0.0,23.9,16.4,1,79.0,1020.0,2.0
2015,1,20,0.0,18.6,13.4,0,84.0,1018.8,1.5
2016,1,20,0.0,22.8,16.7,6,78.0,1014.5,2.2
2017,1,20,0.0,26.2,16.0,1,51.0,1016.2,2.0
1988,1,21,0.0,27.0,12.8,0,71.0,1012.4,2.0
1989,1,21,0.0,25.0,10.2,0,61.0,1013.5,6.0
1990,1,21,0.0,27.6,16.2,2,85.0,1012.4,0.0
1991,1,21,0.0,23.0,10.0,0,66.0,1016.8,2.0
1992,1,21,0.0,25.2,12.7,0,70.0,1018.1,5.0
1993,1,21,0.0,21.0,7.6,0,71.0,1016.0,5.0
1994,1,21,0.0,26.1,13.5,0,64.0,1014.7,3.2
1995,1,21,0.0,25.4,9.0,0,66.0,1013.4,4.0
1996,1,21,0.0,23.8,9.4,0,75.0,1014.7,1.5
1997,1,21,0.0,22.0,16.0,5,78.0,1013.2,1.5
1998,1,21,18.0,16.1,12.5,8,92.0,1015.2,2.0
1999,1,21,0.0,27.4,12.4,0,71.0,1014.4,1.0
2000,1,21,0.0,23.8,17.2,3,81.0,1014.1,1.5
2001,1,21,0.0,26.4,14.4,0,59.0,1012.3,1.0
2002,1,21,0.0,27.8,16.6,1,75.0,1013.1,2.0
2003,1,21,0.0,22.3,10.3,0,60.0,1015.2,3.0
2004,1,21,0.0,26.1,15.0,0,75.0,1013.4,4.0
2005,1,21,0.0,23.0,11.4,3,54.0,1019.6,8.0
2006,1,21,0.0,26.7,12.3,0,54.0,1012.6,6.0
2007,1,21,0.0,25.6,12.6,1,61.0,1014.9,2.0
2008,1,21,0.0,25.5,19.4,6,71.0,1011.7,3.3
2009,1,21,0.0,25.5,14.3,0,65.0,1013.3,3.5
2010,1,21,0.0,27.8,12.4,0,70.0,1014.8,3.0
2011,1,21,0.0,22.7,10.7,0,64.0,1013.1,2.0
2012,1,21,0.0,21.5,16.2,1,76.0,1012.9,2.8
2013,1,21,0.0,24.8,16.0,0,58.0,1017.2,2.0
2014,1,21,0.0,22.4,13.2,1,85.0,1019.3,2.5
2015,1,21,0.0,23.0,11.7,0,84.0,1019.5,2.0
2016,1,21,3.0,22.7,15.8,4,78.0,1015.9,2.7
2017,1,21,0.0,27.2,13.8,0,57.0,1017.0,3.0
1988,1,22,0.0,28.0,11.7,1,68.0,1011.6,5.0
1989,1,22,0.0,24.4,11.1,0,65.0,1011.2,6.0
1990,1,22,0.0,26.4,17.8,3,87.0,1013.8,3.5
1991,1,22,0.0,24.2,10.7,0,64.0,1016.3,0.0
1992,1,22,0.0,24.0,14.4,2,77.0,1018.3,0.0
1993,1,22,0.0,22.6,7.2,0,68.0,1016.4,0.0
1994,1,22,0.0,25.4,10.6,0,63.0,1014.9,4.5
1995,1,22,0.0,24.7,10.2,0,65.0,1015.1,4.0
1996,1,22,0.0,24.0,9.2,0,66.0,1015.9,3.0
1997,1,22,2.0,23.0,11.5,1,67.0,1013.1,1.2
1998,1,22,30.0,21.4,11.5,2,82.0,1016.4,0.0
1999,1,22,0.0,27.6,12,0,67.0,1013.1,2.0
2000,1,22,2.0,26.6,16.4,1,77.0,1013.8,1.0
2001,1,22,0.0,26.5,11.5,0,54.0,1011.2,2.0
2002,1,22,0.0,26.4,18.8,6,69.0,1012.8,3.0
2003,1,22,0.0,19.0,8.3,0,77.0,1014.1,5.5
2004,1,22,0.0,26.0,14.7,2,72.0,1013.1,7.0
2005,1,22,0.0,22.0,12.5,3,78.0,1018.2,2.0
2006,1,22,0.0,25.0,13.1,0,55.0,1012.9,3.0
2007,1,22,0.0,26.6,12.3,0,54.0,1016.3,2.7
2008,1,22,0.0,24.0,14.2,4,57.0,1012.6,2.5
2009,1,22,0.0,22.5,14,0,82.0,1012.5,4.5
2010,1,22,0.0,26.5,13.2,0,64.0,1015.4,2.0
2011,1,22,0.0,23.5,12,0,64.0,1014.2,1.5
2012,1,22,0.0,22.5,13.3,0,54.0,1014.8,2.7
2013,1,22,0.0,25.4,14.5,0,58.0,1016.8,2.0
2014,1,22,0.0,28.2,12.5,0,80.0,1018.1,2.0
2015,1,22,0.0,27.3,12.5,0,73.0,1017.3,1.5
2016,1,22,0.0,20.0,14.8,4,78.0,1017.5,5.8
2017,1,22,0.0,27.8,16,0,60.0,1016.4,2.0
1988,1,23,0.0,29.2,11.7,0,72.0,1012.0,2.0
1989,1,23,0.0,24.4,10.6,0,69.0,1011.0,2.7
1990,1,23,0.0,25.2,17.7,2,91.0,1014.3,2.0
1991,1,23,0.0,25.6,11.8,0,63.0,1015.6,2.0
1992,1,23,0.0,24.6,14.0,2,78.0,1017.3,2.0
1993,1,23,0.0,23.6,8.5,0,65.0,1015.8,3.7
1994,1,23,0.0,25.5,9.0,0,65.0,1014.7,3.0
1995,1,23,0.0,25,8.2,0,57.0,1016.6,4.0
1996,1,23,0.0,24.3,10.3,0,74.0,1014.7,4.0
1997,1,23,0.0,22,9.3,1,73.0,1014.1,1.5
1998,1,23,0.0,24.1,11.9,0,77.0,1015.7,1.0
1999,1,23,0.0,28.6,10.4,0,66.0,1013.0,2.0
2000,1,23,0.0,26.7,17.4,4,71.0,1013.6,2.7
2001,1,23,0.0,26.7,15.7,4,65.0,1010.3,2.0
2002,1,23,14.0,21,16.8,7,88.0,1012.6,2.0
2003,1,23,0.0,22.9,8.1,0,69.0,1011.8,2.5
2004,1,23,0.0,25.4,17.8,6,70.0,1014.0,2.0
2005,1,23,0.0,21.2,12.2,4,72.0,1015.5,4.0
2006,1,23,0.0,25.5,10.4,0,54.0,1013.4,2.0
2007,1,23,0.0,25.6,11.6,0,56.0,1017.6,2.3
2008,1,23,0.0,23.5,13.7,6,58.0,1011.9,5.9
2009,1,23,0.0,23.1,14.0,0,87.0,1011.6,3.0
2010,1,23,0.0,27.3,13.4,0,64.0,1015.0,3.0
2011,1,23,0.0,24.6,11.9,0,70.0,1015.4,0.0
2012,1,23,0.0,22.9,13.2,0,58.0,1013.7,3.0
2013,1,23,0.0,25.7,13.7,0,59.0,1016.1,2.3
2014,1,23,0.0,28.5,15.0,1,66.0,1016.4,2.0
2015,1,23,0.0,26.7,13.8,0,64.0,1015.0,1.5
2016,1,23,0.0,20.8,13.2,1,74.0,1018.2,5.0
2017,1,23,0.0,26.7,16.6,0,61.0,1016.0,3.0
1988,1,24,0.0,27.9,12.2,0,63.0,1011.4,3.5
1989,1,24,0.0,24.8,11.0,0,73.0,1012.0,2.0
1990,1,24,0.0,27.5,18.4,2,87.0,1013.9,2.0
1991,1,24,0.0,24.4,13.7,1,68.0,1015.4,2.0
1992,1,24,0.0,24.0,15.4,0,80.0,1015.6,5.0
1993,1,24,0.0,23.5,7.9,0,64.0,1015.6,3.0
1994,1,24,0.0,25.2,12.2,0,65.0,1014.8,2.7
1995,1,24,0.0,24.7,8.4,0,48.0,1016.2,2.3
1996,1,24,0.0,27.1,10.6,0,71.0,1012.7,3.0
1997,1,24,0.0,22.7,8.7,0,72.0,1013.1,2.0
1998,1,24,0.0,25.0,10.9,1,73.0,1017.0,2.5
1999,1,24,0.0,29.0,12.4,0,70.0,1012.9,2.0
2000,1,24,7.0,27.0,16.0,1,70.0,1015.8,1.3
2001,1,24,0.0,25.7,15.4,1,48.0,1011.7,3.0
2002,1,24,2.0,24.0,17.6,2,68.0,1012.6,2.5
2003,1,24,0.0,22.7,10.0,0,66.0,1011.4,4.0
2004,1,24,0.0,24.0,18.5,5,73.0,1013.3,6.5
2005,1,24,0.0,23.7,13.2,3,68.0,1015.9,3.0
2006,1,24,0.0,24.0,12.6,4,64.0,1015.3,5.0
2007,1,24,0.0,25.7,13.4,0,71.0,1016.4,4.0
2008,1,24,0.0,19.1,15.7,8,84.0,1013.0,4.8
2009,1,24,0.0,23.8,15.0,0,89.0,1012.2,3.0
2010,1,24,0.0,27.5,14.3,0,65.0,1014.8,1.0
2011,1,24,0.0,26.1,12.8,0,69.0,1014.8,2.0
2012,1,24,0.0,24.0,11.2,0,58.0,1013.5,2.0
2013,1,24,0.0,26.3,13.1,0,60.0,1015.5,2.7
2014,1,24,0.0,26.7,16.3,0,67.0,1015.3,3.0
2015,1,24,0.0,27.1,13.4,0,66.0,1016.7,2.0
2016,1,24,0.0,22.0,11.4,0,68.0,1017.3,2.0
2017,1,24,0.0,28.2,15.4,0,62.0,1016.6,2.0
1988,1,25,0.0,28.5,15.0,3,71.0,1011.5,2.0
1989,1,25,0.0,26.0,10.8,0,65.0,1013.0,5.0
1990,1,25,0.0,27.6,17.2,1,84.0,1013.9,0.0
1991,1,25,0.0,24.0,11.4,0,70.0,1016.3,5.0
1992,1,25,0.0,25.1,13.6,0,79.0,1015.4,2.0
1993,1,25,0.0,23.0,8.0,0,67.0,1015.7,5.0
1994,1,25,0.0,25.4,11.8,0,67.0,1012.7,3.0
1995,1,25,0.0,23.7,7.5,0,59.0,1017.1,2.0
1996,1,25,0.0,24.8,11.2,0,67.0,1011.8,2.0
1997,1,25,0.0,23.3,8.2,0,67.0,1014.5,1.0
1998,1,25,0.0,26.5,13.4,2,64.0,1018.1,2.5
1999,1,25,0.0,28.8,14.2,0,70.0,1012.1,1.5
2000,1,25,0.0,26.0,15.3,1,66.0,1017.4,1.3
2001,1,25,0.0,22.2,10.8,0,53.0,1012.5,2.0
2002,1,25,0.0,23.0,12.4,0,64.0,1013.8,2.0
2003,1,25,0.0,25.5,11.7,0,67.0,1014.0,2.0
2004,1,25,0.0,24.2,16.0,3,67.0,1014.2,2.0
2005,1,25,0.0,23.6,14.3,2,69.0,1014.2,3.0
2006,1,25,0.0,25.6,14.6,0,47.0,1016.9,3.0
2007,1,25,0.0,26.5,14.8,0,64.0,1015.3,2.5
2008,1,25,4.0,17.7,15.3,8,93.0,1012.0,2.0
2009,1,25,0.0,25.9,15.6,0,83.0,1011.9,2.5
2010,1,25,0.0,29.0,14.4,0,54.0,1014.0,2.5
2011,1,25,0.0,26.8,12.6,0,67.0,1015.2,2.0
2012,1,25,0.0,24.3,11.0,0,63.0,1013.5,2.0
2013,1,25,0.0,23.0,8.8,0,66.0,1016.3,2.6
2014,1,25,0.0,27.0,16.4,0,61.0,1015.2,2.0
2015,1,25,0.0,26.5,15.0,0,59.0,1017.8,2.0
2016,1,25,0.0,23.1,11.5,0,62.0,1015.3,2.0
2017,1,25,0.0,29.4,14.4,0,67.0,1016.8,0.0
1988,1,26,0.0,26.0,14.6,0,55.0,1014.9,3.0
1989,1,26,0.0,26.7,9.4,0,63.0,1014.1,6.0
1990,1,26,0.0,28.0,17.7,0,78.0,1014.5,0.0
1991,1,26,0.0,25.2,13.4,0,69.0,1015.5,0.0
1992,1,26,0.0,25.0,14.8,0,80.0,1015.7,5.0
1993,1,26,0.0,23.6,8.5,0,69.0,1015.2,0.0
1994,1,26,0.0,27.0,13.0,1,75.0,1013.0,2.5
1995,1,26,0.0,25.2,9.7,2,64.0,1017.3,3.0
1996,1,26,0.0,25.5,11.0,0,70.0,1012.5,1.7
1997,1,26,0.0,23.5,7.8,0,67.0,1016.1,2.0
1998,1,26,0.0,26.5,16.3,6,66.0,1017.4,1.0
1999,1,26,0.0,27.3,13.3,1,68.0,1010.4,2.5
2000,1,26,0.0,27.0,16.3,0,60.0,1016.3,1.7
2001,1,26,0.0,22.9,10.1,0,59.0,1011.9,2.0
2002,1,26,0.0,24.0,11.2,0,66.0,1014.5,1.0
2003,1,26,0.0,24.4,11.2,0,65.0,1015.2,3.0
2004,1,26,0.0,23.7,15.2,4,56.0,1014.5,4.3
2005,1,26,0.0,24.0,14.6,1,66.0,1012.5,3.0
2006,1,26,0.0,26.3,14.2,0,57.0,1016.5,3.3
2007,1,26,0.0,27.5,15.0,0,68.0,1015.5,2.0
2008,1,26,12.0,19.3,15.7,7,92.0,1011.0,2.3
2009,1,26,0.0,28.1,17.3,5,81.0,1010.8,4.3
2010,1,26,0.0,27.3,15.2,0,58.0,1014.9,2.0
2011,1,26,0.0,27.2,13.9,0,64.0,1015.9,2.0
2012,1,26,0.0,25.5,11.4,1,64.0,1013.0,2.0
2013,1,26,0.0,22.8,10.8,0,59.0,1016.1,2.4
2014,1,26,0.0,25.0,16.0,0,62.0,1016.2,2.5
2015,1,26,0.0,26.3,13.3,2,55.0,1016.8,2.0
2016,1,26,0.0,22.1,10.2,0,65.0,1015.3,2.0
2017,1,26,0.0,30.2,15.3,2,61.0,1015.5,2.0
1988,1,27,0.0,24.9,9.6,0,57.0,1014.6,2.0
1989,1,27,0.0,26.4,8.9,0,64.0,1014.3,5.0
1990,1,27,0.0,28.0,17.8,0,71.0,1014.2,0.0
1991,1,27,0.0,26.5,12.5,0,65.0,1014.2,0.0
1992,1,27,0.0,26.4,14.8,0,73.0,1016.0,2.0
1993,1,27,0.0,24.4,9.5,0,74.0,1015.1,2.0
1994,1,27,0.0,27.6,13.7,0,74.0,1014.2,2.0
1995,1,27,0.0,26.6,10.5,0,62.0,1016.8,3.0
1996,1,27,0.0,25.6,12.0,0,71.0,1014.0,2.0
1997,1,27,0.0,24.5,9.5,0,70.0,1015.2,2.0
1998,1,27,0.0,27.3,14.0,5,67.0,1017.6,0.0
1999,1,27,0.0,26.0,10.8,1,65.0,1010.2,2.7
2000,1,27,0.0,27.2,15.1,0,63.0,1015.4,2.0
2001,1,27,0.0,23.0,10.4,0,65.0,1012.5,2.0
2002,1,27,0.0,25.8,12.7,0,64.0,1014.4,2.0
2003,1,27,0.0,24.6,11.0,2,67.0,1014.8,3.0
2004,1,27,0.0,23.7,13.6,5,54.0,1014.6,4.0
2005,1,27,0.0,25.1,12.5,2,64.0,1013.1,6.0
2006,1,27,0.0,26.5,15.4,0,68.0,1015.4,3.0
2007,1,27,0.0,25.7,13.8,0,69.0,1016.3,3.0
2008,1,27,7.0,22.1,15.1,3,81.0,1012.2,1.0
2009,1,27,1.0,25.8,20.2,4,84.0,1011.0,3.0
2010,1,27,0.0,27.0,15.6,0,42.0,1016.2,5.3
2011,1,27,0.0,26.1,16.0,1,67.0,1015.7,2.0
2012,1,27,0.0,25.5,13.7,0,64.0,1013.4,2.0
2013,1,27,0.0,22.4,11.4,0,66.0,1015.5,2.0
2014,1,27,0.0,23.8,14.0,1,70.0,1016.3,2.0
2015,1,27,0.0,27.0,15.2,1,63.0,1014.8,2.5
2016,1,27,0.0,25.0,10.0,2,58.0,1014.6,0.0
2017,1,27,0.0,27.7,17.6,4,71.0,1013.7,0.0
1988,1,28,0.0,26.4,11.2,0,62.0,1013.0,2.0
1989,1,28,0.0,26.1,10.8,0,68.0,1014.7,5.0
1990,1,28,0.0,28.1,19.2,2,76.0,1013.6,3.5
1991,1,28,0.0,28.0,13.4,1,69.0,1012.0,0.0
1992,1,28,0.0,26.5,15.7,1,73.0,1016.4,2.0
1993,1,28,0.0,25.0,10.6,1,73.0,1016.1,2.0
1994,1,28,0.0,27.1,14.4,0,78.0,1013.0,2.0
1995,1,28,0.0,27.2,10.3,0,57.0,1016.1,3.3
1996,1,28,0.0,26.5,13.0,0,72.0,1014.3,2.2
1997,1,28,0.0,26.0,10.7,0,69.0,1014.2,1.5
